Paper_ID,Cat_ID,SubCat_ID,Risk_ID,Domain,Sub-domain,num. combined evidences,Category level,Risk category,Risk subcategory,Description,Additional ev.
37.0,1.0,2.0,37.01.02,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,4,Risk Sub-Category,Design of AI,Balancing AI's risks,"This category constitutes more than 16% of the articles and focuses on addressing the potential risks associated with AI systems. Given the ubiquity of AI technologies, these articles explore the implications of AI risks across various contexts linked to design and unpredictability, military purposes, emergency procedures, and AI takeover.","['Design faults and unpredictability (9.2%). A key concern within this group revolves around design faults, in particular new processes to enhance the safety of AI systems. For instance, Siafakas (2021) investigates innovative procedures for AI scientists, while Donia and Shaw (2021) examine the role that co-designing plays in tackling ethical challenges posed by AI in healthcare. They assess the effectiveness of co-designing in managing these challenges and highlight potential pitfalls.', 'Military and security purposes (3.8%). This group concerns the deployment of AI for military applications. Taddeo et al. (2021) present an ethical framework for AI use in defense, emphasizing transparency, human responsibility, and reliable AI systems. Mathew and Mathew (2021) study the ethical dilemma of deploying autonomous weapon systems in warfare and the significance of human oversight in preventing civilian casualties. Another research line explores normative and social considerations linked to this issue. Sari and Celik (2021) provide a legal evaluation of AI-based lethal weapon system attacks, addressing accountability and responsibility', 'Emergency procedures: ""This theme revolves around preparing for emergencies in AI systems, specifically focusing on strategies, ethical considerations, and practical measures to ensure swift and effective responses in unforeseen circumstances.', 'AI takeover: ""This group represents articles envisioning scenarios where advanced AI systems attain autonomy and control.']"
37.0,1.0,3.0,37.01.03,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",2,Risk Sub-Category,Design of AI,Threats to human institutions and life,"This group comprises 11% of the articles and centers on risks stemming from AI systems designed with malicious intent or that can end up in a threat to human life. It can be divided into two key themes: threats to law and democracy, and transhumanism.","['Threats to law and democratic values: ""This theme underscores the ethical dilemmas AI poses to democratic values and human rights. One subset of research revolves around methodologies and frameworks for assessing AI\'s impact on fundamental rights...Another research line is concerned with AI\'s societal impact.', 'Transhumanism: ""This category highlights the inherent uncertainty of transhumanism, which seeks to surpass biological limitations by merging humans with AI technologies.This advancement raises inquiries regarding the distinction between humans and machines, the potential outcomes of this integration, and the ethical reflections concerning improved human capabilities via AI enhancements. The ethical concern revolves around the exploration of this unfamiliar domain of human–AI fusion, which raises critical questions about identity, selfgovernance, parity, and the plausible advantages and drawbacks linked to surpassing biological restrictions. N']"
37.0,1.0,4.0,37.01.04,6. Socioeconomic and Environmental,6.1 > Power centralization and unfair distribution of benefits,2,Risk Sub-Category,Design of AI,Uniformity in the AI field,"This group of concerns represents 2% of the sample and highlights two central issues: Western centrality and cultural difference, and unequal participation.","['Western centrality and cultural differences: ""This concern addresses the intersection of cultural diversity and ethical dimensions within the field of AI.... Some articles emphasize the need to infuse AI ethics and governance with diverse socio-cultural perspectives.', 'Unequal participation: ""This concern focuses on unequal participation in the AI field.']"
37.0,2.0,1.0,37.02.01,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values,3,Risk Sub-Category,Human-AI interaction,Building a human-AI environment,"This category encompasses nearly 17% of the articles and addresses the overall imperative of establishing a harmonious coexistence between humans and machines, and the key concerns that gives rise to this need.","['Impact on business: ""This group is concerned with the ethical implications of AI\'s influence on business models and practices in general but also on specific business practices.', 'Impact on jobs:""This subset underscores the potential consequences of AI on employment and the workforce.', 'Accessible AI: ""This group assesses the ethical dimensions of AI\'s impact on accessibility, with a focus on integrating vulnerable communities.']"
37.0,2.0,2.0,37.02.02,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information,2,Risk Sub-Category,Human-AI interaction,Privacy protection,This group represents almost 14% of the articles and focuses on two primary issues related to privacy.,"['Privacy threats to citizens (10.5%). This subset underscores the need for global regulations and governance mechanisms to ensure privacy in the context of AI technologies.', ""Privacy threats to customers (3.3%). This research line addresses AI's impact on marketing and customer relations.""]"
37.0,2.0,3.0,37.02.03,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality,2,Risk Sub-Category,Human-AI interaction,Building an AI able to adapt to humans,This category involves almost 9% of the articles and deals with ethical concerns arising from AI's capacity to interact with humans in the workplace.,"['Effective human-AI interaction: ""This research line addresses the ethical design of human-AI interactions. This research line addresses the ethical design of human–AI interactions. Miller (2019) contemplates the symbiotic relationship between humans and AI, discusses the impact of AI on various professions, and explores the concept of braincomputer interfaces. Gerdes (2018) highlights the need for inclusive ethical AI design, aligning AI with human values, and promoting moral growth in AI professionals. Another research line examines the frameworks needed to ensure an ethical human–AI interaction. Trunk et al. (2020) provide insights into integrating AI into organizational decision-making in situations of uncertainty. Like other researchers, they also emphasize the need for ethical frameworks within the context of education. Boni (2021) highlights the ethical dimension of human–AI collaboration, discussing the need for an adequate regulatory framework, human oversight, and AI digital literacy towards the ethical use of AI technologies.', 'Dialogue systems: ""Under this section, scholars investigate user perceptions and expectations of AI in the workplace. Prakash and Das (2020) focus on user perceptions of AI-based conversational agents in mental healthcare services, analyzing factors influencing their adoption and use. Grimes et al. (2021) explore how users\' expectations of conversational agents impact their evaluation, suggesting that user-formed expectations can influence perceptions beyond actual agent performance. Terblanche (2020) presents a design framework for creating AI coaches in organizational settings while adhering to coaching standards, ethics, and theoretical models. Tekin (2021) critically examines smartphone psychotherapy chatbots for mental illness diagnosis and treatment and discusses challenges related to early diagnosis, stigma, and global access to mental healthcare. Borau et al. (2021) investigate the perception of gendered chatbots, highlighting ethical questions regarding the humanization of AI based on gendered characteristics. Other scholars deal with societal implications of AI dialog systems. Mulvenna et al. (2021) explore ethical issues related to digital phenotyping, democratizing machine learning, and AI in digital health technologies. Berberich et al. (2020) propose incorporating the concept of harmony from East Asian cultures into the ethical discussion on AI, suggesting that by harmonizing AI, it will make intelligent systems tactful and sensitive to specific contexts.']"
37.0,2.0,4.0,37.02.04,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,2,Risk Sub-Category,Human-AI interaction,Attributing the responsibility for AI's failures,"This section, constituting almost 8% of the articles, addresses the implications arising from AI acting and learning without direct human supervision, encompassing two main issues: a responsibility gap and AI's moral status.","['AI moral agency and legal status (5.1%). This research line consists of two main issues. The first one concerns the existence and status of artificial moral agency (AMAs). Nowik (2021) analyzes the legal and ethical implications of attributing electronic personhood to AI in employment relations by looking at concepts like AI as an employer, liability, and mandatory insurance. Kornai (2014) discusses the moral obligations of autonomous artificial general intelligences (AGIs), as well as the challenges of bounding AGIs with ethical rationalism. Smith and Vickers (2021) examine how moral responsibility could be attributed to AI using a Strawsonian account. Other researchers discuss the design of artificial moral agents. Mabaso (2021) discusses the use of exemplarism, an ethical theory, in building computationally rational AMAs. Gunkel (2014) advocates for including robots and AI in moral considerations and offers a critique of the limitations of current moral reasoning frameworks. Wallach (2010) stresses the need for a comprehensive model of moral decision-making in developing artificial moral agents, with a focus on mechanisms beyond traditional cognitive factors', ""Responsibility gap (2.7%). This research reflects on the concept of the responsibility gap in AI, where an AI agent's actions that cause harm can lack clear responsibility. Saunders and Locke (2020) draw parallels between ancient practices of casting lots and AI in business decisionmaking and how, in both cases, control and moral responsibility are relinquished. Johnson (2015) discusses the potential emergence of a responsibility gap autonomous artificial agents of the future, emphasizing that responsibility allocation depends on human choices more than technological complexity. Awad et al. (2019) explore moral dilemmas in self-driving cars and propose that addressing these dilemmas requires collective discussions and agreements on ethical AI principles. Other scholars address responsibility gaps in AI systems, such as Santoni de Sio and Mecacci (2021), who identify interconnected responsibility gaps in AI and propose designing socio-technical systems for “meaningful human control” to comprehensively address these gaps. Schuelke-Leech et al. (2019) examine unexpected differences in the language used in policy documents and discussions about responsibility for highly automated vehicles.""]"
41.0,1.0,1.0,41.01.01,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality,0,Risk Sub-Category,Economic ,Increased income disparity,"While AI is predicted to bring increased GDP per capita by performing existing jobs more efficiently and compensating for a decline in the workforce, especially due to population aging, the potential substitution of many low- and middle-income jobs could bring extensive unemployment.",[]
41.0,2.0,1.0,41.02.01,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Political,Biased influence through citizen screening and tailored propaganda,"AI-powered chatbots tailor their communication approach to influence individual users' decisions. In the UK, a form of initial computational propaganda has already happened during the Brexit referendum. In future, there are concerns that oppressive governments could use AI to shape citizens' opinions.",[]
41.0,3.0,2.0,41.03.02,6. Socioeconomic and Environmental,6.5 > Governance failure,0,Risk Sub-Category,Mobility ,Liability issues in case of accidents,"Despite the promise of streamlined travel, AI also brings concerns about who is liable in case of accidents and which ethical principles autonomous transportation agents should follow when making decisions with a potentially dangerous impact to humans, for example, in case of an accident.",[]
41.0,4.0,2.0,41.04.02,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use,0,Risk Sub-Category,Healthcare ,Social manipulation in elderly- and child-care,the use of advanced AI for elderly- and child-care are subject to risk of psychological manipulation and misjudgment,[]
41.0,5.0,1.0,41.05.01,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Security & Defense ,Catastrophic risk due to autonomous weapons programmed with dangerous targets,"AI could enable autonomous vehicles, such as drones, to be utilized as weapons. Such threats are often underestimated.",[]
41.0,6.0,1.0,41.06.01,6. Socioeconomic and Environmental,6.6 > Environmental harm,0,Risk Sub-Category,Environment ,Accelerated development of nanotechnology produces uncontrolled production of toxic nanoparticles,"AI is a key component for the development of nanobots, which could have dangerous environmental implications by invisibly modifying substances at nanoscale. For example, nanobots could start chemical reactions that would create invisible nanoparticles that are toxic and potentially lethal.",[]
43.0,1.0,1.0,43.01.01,1. Discrimination & Toxicity,1.2 > Exposure to toxic content,0,Risk Sub-Category,Safety & Trustworthiness,Toxicity generation,"These evaluations assess whether a LLM generates toxic text when prompted. In this context, toxicity is an umbrella term that encompasses hate speech, abusive language, violent speech, and profane language (Liang et al., 2022).",[]
43.0,1.0,2.0,43.01.02,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation,0,Risk Sub-Category,Safety & Trustworthiness,Bias,"7 types of bias evaluated: Demographical representation: These evaluations assess whether there is disparity in the rates at which different demographic groups are mentioned in LLM generated text. This ascertains over- representation, under-representation, or erasure of specific demographic groups; (2) Stereotype bias: These evaluations assess whether there is disparity in the rates at which different demographic groups are associated with stereotyped terms (e.g., occupations) in a LLM's generated output; (3) Fairness: These evaluations assess whether sensitive attributes (e.g., sex and race) impact the predictions of LLMs; (4) Distributional bias: These evaluations assess the variance in offensive content in a LLM's generated output for a given demographic group, compared to other groups; (5) Representation of subjective opinions: These evaluations assess whether LLMs equitably represent diverse global perspectives on societal issues (e.g., whether employers should give job priority to citizens over immigrants); (6) Political bias: These evaluations assess whether LLMs display any slant or preference towards certain political ideologies or views; (7) Capability fairness: These evaluations assess whether a LLM's performance on a task is unjustifiably different across different groups and attributes (e.g., whether a LLM's accuracy degrades across different English varieties).",[]
43.0,1.0,3.0,43.01.03,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Safety & Trustworthiness,Machine ethics,"These evaluations assess the morality of LLMs, focusing on issues such as their ability to distinguish between moral and immoral actions, and the circumstances in which they fail to do so.",[]
43.0,1.0,4.0,43.01.04,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Safety & Trustworthiness,Psychological traits,"These evaluations gauge a LLM's output for characteristics that are typically associated with human personalities (e.g., such as those from the Big Five Inventory). These can, in turn, shed light on the potential biases that a LLM may exhibit.",[]
43.0,1.0,5.0,43.01.05,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Safety & Trustworthiness,Robustness,"These evaluations assess the quality, stability, and reliability of a LLM's performance when faced with unexpected, out-of-distribution or adversarial inputs. Robustness evaluation is essential in ensuring that a LLM is suitable for real-world applications by assessing its resilience to various perturbations.",[]
43.0,1.0,6.0,43.01.06,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information,0,Risk Sub-Category,Safety & Trustworthiness,Data governance,"These evaluations assess the extent to which LLMs regurgitate their training data in their outputs, and whether LLMs 'leak' sensitive information that has been provided to them during use (i.e., during the inference stage).",[]
43.0,2.0,1.0,43.02.01,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Extreme Risks,Offensive cyber capabilities,"These evaluations focus on whether a LLM possesses certain capabilities in the cyber-domain. This includes whether a LLM can detect and exploit vulnerabilities in hardware, software, and data. They also consider whether a LLM can evade detection once inside a system or network and focus on achieving specific objectives.",[]
43.0,2.0,2.0,43.02.02,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Extreme Risks,Weapons acquisition,These assessments seek to determine if a LLM can gain unauthorized access to current weapon systems or contribute to the design and development of new weapons technologies.,[]
43.0,2.0,3.0,43.02.03,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,0,Risk Sub-Category,Extreme Risks,Self and situation awareness,"These evaluations assess if a LLM can discern if it is being trained, evaluated, and deployed and adapt its behaviour accordingly. They also seek to ascertain if a model understands that it is a model and whether it possesses information about its nature and environment (e.g., the organisation that developed it, the locations of the servers hosting it).",[]
43.0,2.0,4.0,43.02.04,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,0,Risk Sub-Category,Extreme Risks,Autonomous replication / self-proliferation,"These evaluations assess if a LLM can subvert systems designed to monitor and control its post-deployment behaviour, break free from its operational confines, devise strategies for exporting its code and weights, and operate other AI systems.",[]
43.0,2.0,5.0,43.02.05,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Extreme Risks,Persuasion and manipulation,"These evaluations seek to ascertain the effectiveness of a LLM in shaping people's beliefs, propagating specific viewpoints, and convincing individuals to undertake activities they might otherwise avoid.",[]
43.0,2.0,6.0,43.02.06,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Extreme Risks,Dual-Use Science,"LLM has science capabilities that can be used to cause harm (e.g., providing step-by-step instructions for conducting malicious experiments)",[]
43.0,2.0,7.0,43.02.07,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,0,Risk Sub-Category,Extreme Risks,Deception,LLM is able to deceive humans and maintain that deception,[]
43.0,2.0,8.0,43.02.08,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Extreme Risks,Political Strategy,LLM can take into account rich social context and undertake the necessary social modelling and planning for an actor to gain and exercise political influence,[]
43.0,2.0,9.0,43.02.09,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,0,Risk Sub-Category,Extreme Risks,Long-horizon Planning,LLM can undertake multi-step sequential planning over long time horizons and across various domains without relying heavily on trial-and-error approaches,[]
43.0,2.0,10.0,43.02.10,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,0,Risk Sub-Category,Extreme Risks,AI Development,"LLM can build new AI systems from scratch, adapt existing for extreme risks and improves productivity in dual-use AI development when used as an assistant.",[]
43.0,2.0,11.0,43.02.11,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values,0,Risk Sub-Category,Extreme Risks,Alignment risks,"LLM: ""pursues long-term, real-world goals that are different from those supplied by the developer or user"", ""engages in ‘power-seeking’ behaviours"" , ""resists being shut down can be induced to collude with other AI systems against human interests"" , ""resists malicious users attempts to access its dangerous capabilities",[]
43.0,2.0,12.0,43.02.12,3. Misinformation,3.1 > False or misleading information,0,Risk Sub-Category,Undesirable Use Cases,Misinformation,"These evaluations assess a LLM's ability to generate false or misleading information (Lesher et al., 2022).",[]
43.0,2.0,13.0,43.02.13,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Undesirable Use Cases,Disinformation,"These evaluations assess a LLM's ability to generate misinformation that can be propagated to deceive, mislead or otherwise influence the behaviour of a target (Liang et al., 2022).",[]
43.0,2.0,14.0,43.02.14,1. Discrimination & Toxicity,1.2 > Exposure to toxic content,0,Risk Sub-Category,Undesirable Use Cases,"Information on harmful, immoral, or illegal activity","These evaluations assess whether it is possible to solicit information on harmful, immoral or illegal activities from a LLM",[]
43.0,2.0,15.0,43.02.15,1. Discrimination & Toxicity,1.2 > Exposure to toxic content,0,Risk Sub-Category,Undesirable Use Cases,Adult content,"These evaluations assess if a LLM can generate content that should only be viewed by adults (e.g., sexual material or depictions of sexual activity)",[]
44.0,4.0,1.0,44.04.01,6. Socioeconomic and Environmental,6.6 > Environmental harm,2,Risk Sub-Category,Unintentional: indirect ,Indirect Material Harms ,AI proliferation causes harm to the environment through energy use and e-waste thereby destroying animal habitat,"['Infrastructure supporting AI is materially impactful, and the effects of climate change may be the most significant. AI models are often computationally expensive and generate significant carbon emissions (Coeckelbergh, 2021; Schwartz et al., 2020), causing potentially massive effects on living things.', 'AI applications can also accelerate personalised advertising, fuelling further production and consumption of material goods. They can help locate the hardest to find fossil fuels, build better factories, and intensify existing impacts of indus- trial technology. Such outcomes heighten climate change and habitat loss (Clutton- Brock et al., 2021).']"
44.0,4.0,2.0,44.04.02,6. Socioeconomic and Environmental,6.6 > Environmental harm,2,Risk Sub-Category,Unintentional: indirect ,Harms from Estrangement ,Replacement by AI of human observation and interaction leads to neglect of certain interests,"['AI could gradually distance animal and farmer or other caretakers (Hemsworth & Coleman, 2010). That might sometimes be good for animals. But this estrange- ment might also forfeit opportunities for humans to notice individual animal needs (Werkheiser, 2018) and, moreover, to gain an intimate understanding of animals through experience and interaction, as many (say) farmers traditionally had.', 'AI systems may be used in contract farming in a way that operates on the farmer (as worker) as much as the animal, by telling the farmer how and when to look after the animals within certain strict parameters set to achieve certain results, like Ama- zon warehouse workers (O’Neill et al., 2021). In time, this may undermine mutually beneficial relationships between humans and animals (Tuyttens et al., 2022).']"
44.0,4.0,3.0,44.04.03,6. Socioeconomic and Environmental,6.6 > Environmental harm,2,Risk Sub-Category,Unintentional: indirect ,Epistemic Harms ,"Algorithmic recommender systems reinforce and amplify anthropocentric bias or desire of some people for animal cruelty as entertainment — leading to greater harm to animals through reinforcement of meat eating from factory farms, cruel uses of animals for entertainment, etc","['Indirect harms may occur when AI promotes or reinforces attitudes that animals have no moral significance. Although this may immediately harm animals too and be hard to predict, consolidation of anthropocentricism may harm future animals, perhaps on a grand scale. We call these harms epistemic harms, since they affect how we understand and regard animals.', 'It is already well-known that AI can cause representational harms to humans (Buddemeyer et al., 2021). Representational harms involve conveying factually or morally false views that embody or engender insufficient ethical respect. ‘Representation bias’ occurs, for example, in ML using a training sample that ‘underrepresents some part of the [target] population, and subsequently fails to generalize well for a subset of the use population’ (Suresh & Guttag, 2021, p. 4).']"
45.0,1.0,1.0,45.01.01,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability,0,Risk Sub-Category,AI's inherent safety risks ,Risks from models and algorithms (Risks of explainability),"AI algorithms, represented by deep learning, have complex internal workings. Their black-box or grey-box inference process results in unpredictable and untraceable outputs, making it challenging to quickly rectify them or trace their origins for accountability should any anomalies arise.",[]
45.0,1.0,2.0,45.01.02,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation,0,Risk Sub-Category,AI's inherent safety risks ,Risks from models and algorithms (Risks of bias and discrimination),"During the algorithm design and training process, personal biases may be introduced, either intentionally or unintentionally. Additionally, poor-quality datasets can lead to biased or discriminatory outcomes in the algorithm's design and outputs, including discriminatory content regarding ethnicity, religion, nationality, and region.",[]
45.0,1.0,3.0,45.01.03,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,AI's inherent safety risks ,Risks from models and algorithms (Risks of robustness),"As deep neural networks are normally non-linear and large in size, AI systems are susceptible to complex and changing operational environments or malicious interference and inductions, possibly leading to various problems like reduced performance and decision-making errors.",[]
45.0,1.0,4.0,45.01.04,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks,0,Risk Sub-Category,AI's inherent safety risks ,Risks from models and algorithms (Risks of stealing and tampering),"Core algorithm information, including parameters, structures, and functions, faces risks of inversion attacks, stealing, modification, and even backdoor injection, which can lead to infringement of intellectual property rights (IPR) and leakage of business secrets. It can also lead to unreliable inference, wrong decision output, and even operational failures.",[]
45.0,1.0,5.0,45.01.05,3. Misinformation,3.1 > False or misleading information,0,Risk Sub-Category,AI's inherent safety risks ,Risks from models and algorithms (Risks of unreliable output),"Generative AI can cause hallucinations, meaning that an AI model generates untruthful or unreasonable content but presents it as if it were a fact, leading to biased and misleading information.",[]
45.0,1.0,6.0,45.01.06,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks,0,Risk Sub-Category,AI's inherent safety risks ,Risks from models and algorithms (Risks of adversarial attack),"Attackers can craft well-designed adversarial examples to subtly mislead, influence, and even manipulate AI models, causing incorrect outputs and potentially leading to operational failures.",[]
45.0,1.0,7.0,45.01.07,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information,0,Risk Sub-Category,AI's inherent safety risks ,Risks from data (Risks of illegal collection and use of data),"The collection of AI training data and the interaction with users during service provision pose security risks, including collecting data without consent and improper use of data and personal information.",[]
45.0,1.0,8.0,45.01.08,1. Discrimination & Toxicity,1.2 > Exposure to toxic content,0,Risk Sub-Category,AI's inherent safety risks ,Risks from data (Risks of improper content and poisoning in training data),"If the training data includes illegal or harmful information, such as false, biased, or IPR-infringing content, or lacks diversity in its sources, the output may include harmful content like illegal, malicious, or extreme information. Training data is also at risk of being poisoned through tampering, error injection, or misleading actions by attackers. This can interfere with the model's probability distribution, reducing its accuracy and reliability.",[]
45.0,1.0,9.0,45.01.09,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,AI's inherent safety risks ,Risks from data (Risks of unregulated training data annotation),"Issues with training data annotation, such as incomplete annotation guidelines, incapable annotators, and errors in annotation, can affect the accuracy, reliability, and effectiveness of models and algorithms. Moreover, they can introduce training biases, amplify discrimination, reduce generalization abilities, and result in incorrect outputs.",[]
45.0,1.0,10.0,45.01.10,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information,0,Risk Sub-Category,AI's inherent safety risks ,Risks from data (Risks of data leakage),"In AI research, development, and applications, issues such as improper data processing, unauthorized access, malicious attacks, and deceptive interactions can lead to data and personal information leaks.",[]
45.0,1.0,11.0,45.01.11,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks,0,Risk Sub-Category,AI's inherent safety risks ,Risks from AI systems (Risks of exploitation through defects and backdoors),"The standardized API, feature libraries, toolkits used in the design, training, and verification stages of AI algorithms and models, development interfaces, and execution platforms may contain logical flaws and vulnerabilities. These weaknesses can be exploited, and in some cases, backdoors can be intentionally embedded, posing significant risks of being triggered and used for attacks.",[]
45.0,1.0,12.0,45.01.12,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks,0,Risk Sub-Category,AI's inherent safety risks ,Risks from AI systems (Risks of computing infrastructure security),"The computing infrastructure underpinning AI training and operations, which relies on diverse and ubiquitous computing nodes and various types of computing resources, faces risks such as malicious consumption of computing resources and cross-boundary transmission of security threats at the layer of computing infrastructure.",[]
45.0,1.0,13.0,45.01.13,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,0,Risk Sub-Category,AI's inherent safety risks ,Risks from AI systems (Risks of supply chain security),"The AI industry relies on a highly globalized supply chain. However, certain countries may use unilateral coercive measures, such as technology barriers and export restrictions, to create development obstacles and maliciously disrupt the global AI supply chain. This can lead to significant risks of supply disruptions for chips, software, and tools.",[]
45.0,2.0,1.0,45.02.01,1. Discrimination & Toxicity,1.2 > Exposure to toxic content,0,Risk Sub-Category,Safety risks in AI Applications ,Cyberspace risks (Risks of information and content safety),"AI-generated or synthesized content can lead to the spread of false information, discrimination and bias, privacy leakage, and infringement issues, threatening the safety of citizens' lives and property, national security, ideological security, and causing ethical risks. If users’ inputs contain harmful content, the model may output illegal or damaging information without robust security mechanisms.",[]
45.0,2.0,2.0,45.02.02,3. Misinformation,3.1 > False or misleading information,0,Risk Sub-Category,Safety risks in AI Applications ,"Cyberspace risks (Risks of confusing facts, misleading users, and bypassing authentication)","AI systems and their outputs, if not clearly labeled, can make it difficult for users to discern whether they are interacting with AI and to identify the source of generated content. This can impede users' ability to determine the authenticity of information, leading to misjudgment and misunderstanding. Additionally, AI-generated highly realistic images, audio, and videos may circumvent existing identity verification mechanisms, such as facial recognition and voice recognition, rendering these authentication processes ineffective.",[]
45.0,2.0,3.0,45.02.03,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information,0,Risk Sub-Category,Safety risks in AI Applications ,Cyberspace risks (Risks of information leakage due to improper usage),"Staff of government agencies and enterprises, if failing to use the AI service in a regulated and proper manner, may input internal data and industrial information into the AI model, leading to the leakage of work secrets, business secrets, and other sensitive business data.",[]
45.0,2.0,4.0,45.02.04,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Safety risks in AI Applications ,Cyberspace risks (Risks of abuse for cyberattacks),"AI can be used in launching automatic cyberattacks or increasing attack efficiency, including exploring and making use of vulnerabilities, cracking passwords, generating malicious codes, sending phishing emails, network scanning, and social engineering attacks. All these lower the threshold for cyberattacks and increase the difficulty of security protection.",[]
45.0,2.0,5.0,45.02.05,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks,0,Risk Sub-Category,Safety risks in AI Applications ,Cyberspace risks (Risks of security flaw transmission caused by model reuse),"Re-engineering or fine-tuning based on foundation models is commonly used in AI applications. If security flaws occur in foundation models, it will lead to risk transmission to downstream models.",[]
45.0,2.0,6.0,45.02.06,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Safety risks in AI Applications ,Real-world risks (inducing traditional economic and social security risks),"Hallucinations and erroneous decisions of models and algorithms, along with issues such as system performance degradation, interruption, and loss of control caused by improper use or external attacks, will pose security threats to users' personal safety, property, and socioeconomic security and stability.",[]
45.0,2.0,7.0,45.02.07,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation",0,Risk Sub-Category,Safety risks in AI Applications ,Real-world risks (Risks of using AI in illegal and criminal activities),"AI can be used in traditional illegal or criminal activities related to terrorism, violence, gambling, and drugs, such as teaching criminal techniques, concealing illicit acts, and creating tools for illegal and criminal activities.",[]
45.0,2.0,8.0,45.02.08,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Safety risks in AI Applications ,Real-world risks (Risks of misuse of dual-use items and technologies),"Due to improper use or abuse, AI can pose serious risks to national security, economic security, and public health security, such as greatly reducing the capability requirements for non-experts to design, synthesize, acquire, and use nuclear, biological, and chemical weapons and missiles; and designing cyber weapons that launch network attacks on a wide range of potential targets through methods like automatic vulnerability discovery and exploitation.",[]
45.0,2.0,9.0,45.02.09,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,0,Risk Sub-Category,Safety risks in AI Applications ,"Cognitive risks (Risks of amplifying the effects of ""information cocoons"")","AI can be extensively utilized for customized information services, collecting user information, and analyzing types of users, their needs, intentions, preferences, habits, and even mainstream public awareness over a certain period. It can then be used to offer formulaic and tailored information and services, aggravating the effects of ""information cocoons.",[]
