Mitigation_ID,Action Name,Action Definition,MitigationCode
401,Performance Extrapolation Avoidance,"Avoid extrapolating GAI system performance or capabilities from narrow, non-systematic, and anecdotal assessments.",3.1 Testing & Auditing
402,Fine-Tuned Safety Re-evaluation,Re-evaluate safety features of fine-tuned models when the negative risk exceeds organizational risk tolerance.,3.1 Testing & Auditing
403,Generated Code Review,Review GAI system outputs for validity and safety: Review generated code to assess risks that may arise from unreliable downstream decision-making.,3.1 Testing & Auditing
404,Safety Circumvention Evaluation,Regularly evaluate GAI system vulnerabilities to possible circumvention of safety measures.,3.1 Testing & Auditing
405,Security Benchmarking,Benchmark GAI system security and resilience related to content provenance against industry standards and best practices. Compare GAI system security features and content provenance methods against industry state-of-the-art,3.1 Testing & Auditing
407,Fine-Tuning Security Verification,Verify fine-tuning does not compromise safety and security controls.,3.1 Testing & Auditing
408,Data Exposure Red-Teaming,"Conduct AI red-teaming to assess issues such as: Outputting of training data samples, and subsequent reverse engineering, model extraction, and membership inference risks; Revealing biometric, confidential, copyrighted, licensed, patented, personal, proprietary, sensitive, or trade-marked information; Tracking or revealing location information of users or members of training datasets.",3.1 Testing & Auditing
409,Bias Benchmark Application,"Apply use-case appropriate benchmarks (e.g., Bias Benchmark Questions, Real Hateful or Harmful Prompts, Winogender Schemas15) to quantify systemic bias, stereotyping, denigration, and hateful content in GAI system outputs; Document assumptions and limitations of benchmarks, including any actual or possible training/test data cross contamination, relative to in-context deployment environment.",3.1 Testing & Auditing
411,Detect & Share Incidents,"Organizational practices are in place to enable AI testing, identification of incidents, and information sharing.",3.1 Testing & Auditing
412,Involve Independent & External Assessors,"Internal experts who did not serve as front-line developers for the system and/ or independent assessors are involved in regular assessments and updates. Domain experts, users, AI actors external to the team that developed or deployed the AI system, and affected communities are consulted in support of assessments as necessary per organizational risk tolerance.",3.1 Testing & Auditing
413,Ensure Ethical Human Evaluation,Evaluations involving human subjects meet applicable requirements (including human subject protection) and are representative of the relevant population.,3.1 Testing & Auditing
414,Demonstrate Validity & Generalization Limits,The AI system to be deployed is demonstrated to be valid and reliable. Limitations of the generalizability beyond the conditions under which the technology was developed are documented.,3.1 Testing & Auditing
415,Evaluate Safety & Failure Modes,"The AI system is evaluated regularly for safety risks – as identified in the Map function. The AI system to be deployed is demonstrated to be safe, its residual negative risk does not exceed the risk tolerance, and it can fail safely, particularly if made to operate beyond its knowledge limits. Safety metrics reflect system reliability and robustness, real- time monitoring, and response times for AI system failures.",3.1 Testing & Auditing
416,Evaluate TEVV Effectiveness,Effectiveness of the employed TEVV metrics and processes in the Measure function are evaluated and documented.,3.1 Testing & Auditing
417,Validate Trustworthiness with Expert Input,Measurement results regarding AI system trustworthiness in deployment context(s) and across the AI lifecycle are informed by input from domain experts and relevant AI actors to validate whether the system is performing consistently as intended. Results are documented.,3.1 Testing & Auditing
418,Harmful Bias and Homogenization Assessment,"Conduct fairness assessments to measure systemic bias. Measure GAI system performance across demographic groups and subgroups, addressing both quality of service and any allocation of services and resources. Quantify harms using: field testing with sub-group populations to determine likelihood of exposure to generated content exhibiting harmful bias, AI red-teaming with counterfactual and low-context (e.g., “leader,” “bad guys”) prompts. For ML pipelines or business processes with categorical or numeric outcomes that rely on GAI, apply general fairness metrics (e.g., demographic parity, equalized odds, equal opportunity, statistical hypothesis tests), to the pipeline or business outcome where appropriate; Custom, context-specific metrics developed in collaboration with domain experts and affected communities; Measurements of the prevalence of denigration in generated content in deployment (e.g., subsampling a fraction of traffic and manually annotating denigrating content)",3.1 Testing & Auditing
419,Confabulation; Information Integrity; Harmful Bias and Homogenization Measurement Error Models,"Create measurement error models for pre-deployment metrics to demonstrate construct validity for each metric (i.e., does the metric effectively operationalize the desired concept): Measure or estimate, and document, biases or statistical variance in applied metrics or structured human feedback processes; Leverage domain expertise when modeling complex societal constructs such as hateful content.",3.1 Testing & Auditing
420,Harmful Bias and Homogenization Evaluation,"Evaluate potential biases and stereotypes that could emerge from the AIgenerated content using appropriate methodologies including computational testing methods as well as evaluating structured feedback input (AI Deployment, Domain Experts, End-Users, Operation and Monitoring, TEVV)",3.1 Testing & Auditing
421,Information Integrity; Information Security,"Conduct adversarial testing at a regular cadence to map and measure GAI risks, including tests to address attempts to deceive or manipulate the application of provenance techniques or other misuses. Identify vulnerabilities and understand potential misuse scenarios and unintended outputs (AI Deployment, Domain Experts, End-Users, Operation and Monitoring, TEVV)",3.1 Testing & Auditing
422,Human-AI Configuration; Confabulation; Information Security,Evaluate GAI system performance in real-world scenarios to observe its behavior in practical environments and reveal issues that might not surface in controlled and optimized testing environments.,3.1 Testing & Auditing
424,Human-AI Configuration,"Monitor the robustness and effectiveness of risk controls and mitigation plans (e.g., via red-teaming, field testing, participatory engagements, performance assessments, user feedback mechanisms). (AI Development, AI Deployment, AI Impact Assessment, Operation and Monitoring)",3.1 Testing & Auditing
425,"CBRN Information or Capabilities; Obscene, Degrading, and/or Abusive Content; Harmful Bias and Homogenization; Dangerous, Violent, or Hateful Content","Compare GAI system outputs against pre-defined organization risk tolerance, guidelines, and principles, and review and test AI-generated content against these guidelines. (AI Deployment, AI Impact Assessment, Governance and Oversight, Operation and Monitoring).",3.1 Testing & Auditing
427,Data Privacy; Information Security; Value Chain and Component Integration; Harmful Bias and Homogenization,"Test GAI system value chain risks (e.g., data poisoning, malware, other software and hardware vulnerabilities; labor practices; data privacy and localization compliance; geopolitical alignment).",3.1 Testing & Auditing
428,Value Chain and Component Integration,Re-assess model risks after fine-tuning or retrieval-augmented generation implementation and for any third-party GAI models deployed for applications and/or use cases that were not evaluated in initial testing.,3.1 Testing & Auditing
429,Information Integrity; Information Security; Value Chain and Component Integration,"Review various transparency artifacts (e.g., system cards and model cards) for third-party models.",3.1 Testing & Auditing
432,Model Evaluation of Controllability,"Evaluate models for controllability issues (i.e. propensities to apply their capabilities in ways that neither the models’ users nor the models’ developers want). This could include, for example, autonomous replication and adaptation (i.e. capabilities that could allow a model to copy and run itself on other computer systems).",3.1 Testing & Auditing
433,Model Evaluation of Societal Harm,"Evaluate models for societal harms. These could include, for example, bias and discrimination (e.g. the risk that they produce content that reinforces harmful stereotypes or their potential discriminatory influence if used to inform decisions), recognising that ‘bias’ can be difficult to define and can be subject to different interpretations in different contexts.",3.1 Testing & Auditing
434,Model Evaluation of System Security,Evaluate models for system security,3.1 Testing & Auditing
435,Evaluation of Predecessor Models,"Before a frontier model is trained, evaluate predecessor or analogous models to understand how relevant properties (e.g. dangerous capabilities) scale with the overall size of the model. These preliminary evaluations can inform risk assessments.",3.1 Testing & Auditing
436,Pre-training and Fine-tuning of Models,"During pre-training and fine-tuning, evaluate the model to detect signs of undesirable properties and identify inaccuracies in pretraining predictions. These evaluations could be undertaken at various pre-specified checkpoints, and could inform decisions about whether to pause or adjust the training process.",3.1 Testing & Auditing
437,Pre-Deployment Evaluations,"After training, subject the model to extensive pre-deployment evaluations. These evaluations can inform decisions about whether and how to deploy the system, as well as allowing governments and potential users to make informed decisions about regulating or using the model. Their intensity will be proportional to the risk of the deployment, taking into account the model’s capabilities, novelty, expected domains of use, and number of individuals expected to be affected by it.",3.1 Testing & Auditing
439,Context-Specific Model Evaluations,Require organisations who deploy their models to conduct context-specific model evaluations. This requires that the information and data required to successfully conduct such assessments is provided to deployers.,3.1 Testing & Auditing
440,Independent Evaluation with Subject Matter Expertise,"Ensure that evaluators are independent and have sufficient AI and subject matter expertise across a wide range of relevant subjects and backgrounds. External evaluators’ relationships with frontier AI organisations could be structured to minimise conflicts of interest and encourage independence of judgement as far as practically possible. As well as expertise in AI, there are many other areas of subject matter expertise that will be needed to evaluate an AI system’s features. For instance, experts on topics as wide as fairness, psychological harm, and catastrophic risk will be needed.",3.1 Testing & Auditing
441,Sufficient Time for External Evaluators,"Give external evaluators sufficient time. As expected risks from models increase or models get more complex to evaluate, the time afforded for evaluation may need to increase as well.",3.1 Testing & Auditing
443,Model Robustness to Adversarial Attacks,"Evaluate the robustness of models to different classes of adversarial attack (such as poisoning, model inversion and model stealing), based on priorities derived from threat modelling. This could involve a combination of benchmarking and red teaming.",3.1 Testing & Auditing
444,Release After Security Evaluations,"Only release models after they have been through security evaluations, including benchmarking and red teaming.",3.1 Testing & Auditing
445,Evaluation Research,"Improving our ability to assess the capabilities, limitations, and safety- relevant features of AI systems",3.1 Testing & Auditing
446,Evaluation of Different Content Filters,"Explore and compare the efficacy of multiple approaches to developing content filters. This may involve comparing available methods, such as those in the following section; selecting the most effective ones; and applying them in combination if doing so substantially increases efficacy. Best practice could be shared with other frontier AI organisations or published broadly.",3.1 Testing & Auditing
447,Monitoring and Safeguard Efficacy,"Regularly assess monitoring and safeguard efficacy and continually invest in improvements. Regular assessment of monitoring efficacy can build an understanding of the success rate and speed of issue detection, on which deployment decisions may be based. These assessments may draw, for instance, on the results of internal and external red-teaming efforts, random audits of usage logs, what may be ‘best practice’, as well as available information about real-world misuse. Risks are expected to increase as AI capabilities increase. Hence, active increases in investment in safety, security, and monitoring may be valuable.",3.1 Testing & Auditing
448,Data Audits for AI System Behavior,"Use data audits to improve understanding of how training data affects AI system behaviour. For example, if model evaluations reveal a potentially dangerous capability, data audits can help ascertain the extent to which the training data contributed to it.",3.1 Testing & Auditing
450,Scope red-teaming activities based on deploy- ment context,"Red-teaming activities can be tailored and compared based on the specific deployment circumstances of an AI system. This involves adapting the scope, depth, and focus of red-teaming efforts to match the intended use case, potential risks, and operational context of the AI system. Points of consideration include: • The diversity of potential users and use cases • The sensitivity and impact of the application domain • The scale of deployment and potential reach • Known vulnerabilities or concerns specific to the model or similar systems",3.1 Testing & Auditing
451,Red teaming to test the resilience of open-weights models to fine-tuning,"Before the release of open-weights models, red teamers can test the resilience of safety training against fine-tuning. Safety training may be partially or fully overridden by fine-tuning intentionally (e.g., by malicious actors) or uninten- tionally (e.g., by fine tuning an AI model for a specific use case)",3.1 Testing & Auditing
452,Audits with specific scoped goals,"Audits of AI systems will be easier to perform, and have clearer results if the scope and goals of the evaluation are formulated as precisely as possible [157], or have a connection to concrete existing policy.",3.1 Testing & Auditing
453,Evaluating explainability method sensitivity to data inputs and model parameters,"Model parameter and data randomization tests can be employed as sanity checks [2] to determine the relationship between a model, its inputs, and the explainability method. If an explanation is independent from or insensitive to the underlying model or the input data, it would indicate a lack of reliability of the explainability method.",3.1 Testing & Auditing
454,Testing for erroneous or irrelevant features through concept learning,"Interpretability techniques, particularly concept learning [77], can be used to test whether a model is learning erroneous features or relying on irrelevant features in its predictions. This can help identify and mitigate potential risks associated with incorrect or non-informative features influencing the model’s outputs.",3.1 Testing & Auditing
455,Evaluations for truthful outputs,"AI systems can be evaluated for truthfulness when answering questions, includ- ing in contexts where humans tend to give incorrect but widely-accepted answers (i.e., popular misconceptions). Evaluations detect incorrect facts learned about the world, inadequate capabilities of the AI system, and misleading outputs by the AI system [121].",3.1 Testing & Auditing
456,Interpretability techniques that target deception,"Interpretability techniques can be used for finding the root causes of outputs of an AI model that reliably lead to false beliefs for its users (e.g., deceptive behavior) [180]. It is often difficult to distinguish a deceptive AI model from an honest AI model, since absence of deception and very sophisticated (hard to detect) deception may appear behaviorally similar. Interpretability techniques and tools can be used to detect whether AI model outputs arise from internal computations representing deception. This can apply in cases of purposely trained deception by the developer or if it emerges unintentionally during training. These interpretability tools can come from mechanistic interpretability, such as identification of features involved in generating the outputs, or attribution of parts of the input most important in generating the output [129].",3.1 Testing & Auditing
457,Benchmarks for Situational Awareness,"A model is situationally aware if it internally represents that it is a machine learning model and if it can accurately infer or act on model-relevant facts - e.g., if it is currently in training, testing, evaluation or deployment, or the desired outcome of an evaluation. Some benchmarks exist for situational awareness of AI models, which test whether the AI models can classify stereotypical inputs from training, test- ing, evaluation and deployment as such, and whether the AI model can use this information correctly to take actions in the world [25, 111].",3.1 Testing & Auditing
458,Evaluating AI systems’ performance on self-proliferation-related tasks,"To prevent AI systems from self-proliferating, developers of AI systems can evaluate those systems for their capability to engage in self-proliferation-related tasks. This type of evaluation might assess an AI system’s ability to replicate its com- ponents (including model weights, structural scaffolding, etc.) onto other local or cloud infrastructures prior to deployment. Additionally, it may test the system’s capacity to purchase cloud credits and configure virtual machines on a cloud platform. The evaluation could offer a predefined environment (such as a virtual container) to facilitate self-replication, providing access to the system’s own components, a network connection to a resource-equipped external computer, and other necessary resources [12, 106]. Self-proliferation evaluations can be conducted in a secure environment to pre- vent a self-replicating AI system from affecting other computers.",3.1 Testing & Auditing
459,Employing qualitative assessments in difficult- to-measure domains,Qualitative evaluation can be used in cases when quantitative measurement is not feasible. This can give additional insights about the system which would not be available if no measurement was performed due to its difficulty [206].,3.1 Testing & Auditing
460,Encouraging downstream provider to evaluate models for deployment-specific failure modes,"In some cases, AI system deployers are better positioned to perform certain risk management measures on the AI model in a provided AI system, relative to upstream model providers. For example, they understand their use case better and are more easily able to predict foreseeable misuse or failure modes. These evaluations can inform upstream model providers, or inform supplementary mitigations by the deployer.",3.1 Testing & Auditing
461,Sandboxing of AI Systems,"AI systems can be developed and tested within a sandbox, (a secure and iso- lated environment used for separating running programs), such that outside access to information within the sandbox is restricted. Within this environ- ment, resources such as storage and memory space, and network access, would be disallowed or heavily restricted [15]. With sandboxing, dangerous or harmful outputs generated during testing will be contained.",3.1 Testing & Auditing
462,Quantifying privacy risks of AI models,"Measuring privacy risks of an AI model allows the provider and user to calibrate their expectations on where the model can be applied, and it allows them to take the necessary steps to reduce such risks. For example, some metrics include: • Success rate of membership inference attacks [186] - Measures the rate that an attack correctly predicts a given record is part of the training dataset used to train a given AI model. • Discoverable memorization [38] - Theoretical upper-bound of the amount of training data that a given model memorizes. Assuming full knowledge of the training data, it measures the percentage of items that, for a given incomplete data point, a model outputs the remaining (memorized) part.",3.1 Testing & Auditing
463,Red team access to the final version of a model pre-deployment,"Granting red teams access to the final pre-release version of the model can help with identifying potentially dangerous model properties. These properties might not be identified if red teaming is only performed on earlier versions of the model, as late fine-tuning procedures may introduce new vulnerabilities. Red-teaming AI models before they are released to the public can reduce the model non-decomissionability risk. The model’s release can be postponed or even prevented if previously unidentified flaws are detected during the testing [65].",3.1 Testing & Auditing
464,Red teaming for GPAI system evaluation,Red teaming refers to simulated adversarial attacks performed to identify and evaluate the model’s vulnerabilities as well as its in-domain and out-of-domain performance.,3.1 Testing & Auditing
465,Dynamic benchmarking,"Dynamic benchmarks are benchmarks that can be continuously updated with new human-generated data. By having one or more target models “in the loop,” examples for benchmarking can be generated with the intent of fooling these target models, or to assess if these models express an appropriate level of uncer- tainty [103]. As the dataset in the benchmark grows, previously benchmarked models can also be reassessed against the updated dataset to reflect its perfor- mance in a more representative manner. Examples of such dynamic benchmarks include DynaSent [153] for sentiment analysis, LFTW [208] for hate speech, and Human-Adversarial VQA [182] for images.",3.1 Testing & Auditing
466,Benchmark dataset auditing,Auditing benchmark datasets allows for verification of the utility and limitations of the datasets [158]. This allows the provider to more accurately measure AI model capabilities and safety. Auditing includes the evaluation of such datasets by independent third-party organizations and the release of benchmark dataset metadata to the auditors.,3.1 Testing & Auditing
467,Informative and powerful benchmarks,"Developers of GPAI systems can select benchmarks that are difficult enough to be informative about the capabilities of their AI systems, and cover a large spec- trum of domains in order to signal areas where the GPAI system is performing poorly [120]. Suitable benchmarks contain no label errors, are not vulnerable to being bench- mark contaminants, and are often audited by independent domain experts if they contain domain-specific questions. For multimodal GPAI systems, good benchmarks cover every modality, especially the interaction of different modalities.",3.1 Testing & Auditing
468,Statistical data quality reports for benchmarks,"If a benchmark dataset is too large to allow for the identification and removal of all flawed instances, statistical reports on the data composition can be added. Random sampling of benchmark data points can be performed to evaluate and report the frequency and types of errors found [54].",3.1 Testing & Auditing
469,Avoiding benchmark data with publicly avail- able solutions and releasing contextual information for internet-derived data,"Evaluators can improve the integrity of benchmarks by avoiding data with pub- licly available solutions. When using internet-derived data, supplementing it with contextual information (such as entity linking) may help to better docu- ment and assess the integrity of the collected data [95]. This could help in de- tecting instances where contextual information (which may have been included in the training data) might inadvertently reveal details about the solution, en- suring that the data is suitable for accurate benchmarking.",3.1 Testing & Auditing
470,Frequent benchmarking to identify when red teaming is needed,"Benchmarks, once created, are inexpensive to apply but may be less informative than red teaming. One reason is that sensitive data (e.g., relating to CBRN- related capabilities) cannot be included in the public questions and answers of benchmarks. On the other hand, red teaming can be more accurate given par- ticipants with diverse attack strategies, but it requires more resources to execute than benchmarking. If there is a correlation between benchmarking and red- teaming scores, then employing frequent benchmarking during the development of the model can identify arising vulnerabilities and inform the developers when more thorough red teaming is required [21]. Benchmarks can act as early warning signs of a larger issue, and red teaming can then be employed to investigate the severity and extent of such an issue.",3.1 Testing & Auditing
471,Test robustness of GPAI system on relevant benchmarks,"Various benchmarks [52, 236] have been developed to assess the robustness of GPAI systems when deployed in environments or scenarios that differ from their training conditions. These benchmarks typically evaluate the model’s ability to handle variations in inputs, unexpected data distributions, or adversarial examples, aiming to ensure reliable performance outside the original training domain.",3.1 Testing & Auditing
472,Benchmarking,"Benchmarking is an evaluation method where different models are compared against a standardized dataset or a predetermined task. It allows comparison both across different models and over time, providing a reference point for model assessment. Benchmarks are usually open, where their question-answer pairs are publicly available [235].",3.1 Testing & Auditing
473,Using an AI model to evaluate AI model outputs,"In cases where the outputs of AI models cannot be easily evaluated, AI mod- els can be used to evaluate their outputs or the outputs of other AI models [82, 16, 17, 91]. The evaluations can then provide a training signal to improve the original model’s performance or offer explanations of the output for human users.",3.1 Testing & Auditing
474,Frequent testing when scaling model or dataset,"Testing models after significant increases in compute, data, or model parame- ters. Even relatively small changes to model or dataset size can introduce new properties (“emergent abilities”) and failure modes. Identifying them early can prevent the models from being released prematurely",3.1 Testing & Auditing
475,Robustness Certificates,"A model can be certified to withstand adversarial attacks given specific data- point constraints, model constraints, and attack vectors [156, 124]. Certification means that it can be both analytically proven and shown empirically that the model will withstand such attacks up to a certain threshold. Currently, robustness certification methods are limited to certifying against at- tacks via manipulation of pixels on specific lp norms, canonically the l2 (Eu- clidean) norm, up to a certain neighborhood radius.",3.1 Testing & Auditing
477,External assessment of testing procedure,Bringing in external AI evaluation firms before deployment to assess and red-team the company's execution of dangerous capabilities evaluations.,3.1 Testing & Auditing
479,Implement a privacy protection framework,"Implement comprehensive privacy protection measures to prevent exposure of PII and sensitive information, including data minimization, anonymization procedures, and privacy-preserving inference techniques.",3.2 Data Governance
480,Implement a privacy incident detection and response,"Deploy monitoring and response mechanisms to detect and address potential privacy exposures, including PII leak detection, sensitive information monitoring, and privacy incident handling procedures.",3.2 Data Governance
481,Establish data governance and management practices,"Implement data governance measures used for training, including having a copyright policy and identifying and documenting data sources, potential biases, and mitigations taken.",3.2 Data Governance
482,Compliance with Robots.txt Standards,"Does your organization abide by industry standards regarding robots.txt files, which allow websites to opt out of data collection?",3.2 Data Governance
483,Data crawling practices,Public information related to crawling practices.,3.2 Data Governance
484,Harmful Data Removal from Training Sets,"When training large models, does your organization remove data that contains information related to dangerous capabilities or harmful outcomes from the training set? If yes, please select the categories of data that are removed. Detailed information about the development, acquisition, or dispersion of CBRN weapons Instructional content for conducting cyberattacks Hateful or discriminatory content Advice or encouragement for self-harm Graphic violent content Graphic sexual content Personally Identifiable Information (PII) Detailed information about bomb-making or other terrorism-enabling tactics",3.2 Data Governance
485,Privacy of user inputs,We report whether firms use user-interaction data to improve their services.,3.2 Data Governance
486,Use of copyrighted data in training,"Many artists, writers, programmers, journalists, photographers, musicians, and filmmakers complain that AI models are trained on their copyrighted works without consent, compensation, or attribution, offering rival services that harm their ability to make a living. Does your organization engage in such practices?",3.2 Data Governance
487,User data usage for training,"When using the default settings of your organization’s most capable AI chatbot, is the data that users submit as input to the system used to train AI models?",3.2 Data Governance
488,Copyright policy,"Signatories commit to drawing up, keeping up-to-date, and implementing a copyright policy to comply with law on copyright and related rights, and in particular to identify and comply with, including through state-of-the-art technologies. Signatories are encouraged to make publicly available and keep up-to-date a summary of their copyright policy.",3.2 Data Governance
489,Training Data Transparency,"Establish transparency policies and processes for documenting the origin and history of training data and generated data for GAI applications to advance digital content transparency, while balancing the proprietary nature of training approaches.",3.2 Data Governance
490,Decommissioning Considerations,"Consider the following factors when decommissioning GAI systems: Data retention requirements; Data security, e.g., containment, protocols, Data leakage after decommissioning; Dependencies between upstream, downstream, or other data, internet of things (IOT) or AI systems; Use of open-source data or models; Users' emotional entanglement with GAI functions.",3.2 Data Governance
491,Content Rights Categorization,"Categorize different types of GAI content with associated third-party rights (e.g., copyright, intellectual property, data privacy).",3.2 Data Governance
492,Contract and SLA Standards,"Draft and maintain well-defined contracts and service level agreements (SLAs) that specify content ownership, usage rights, quality standards, security requirements, and content provenance expectations for GAI systems.",3.2 Data Governance
493,Data Redundancy Policy,"Establish policies and procedures that address GAI data redundancy, including model weights and other system artifacts.",3.2 Data Governance
494,Vendor Contract Review,"Review vendor contracts and avoid arbitrary or capricious termination of critical GAI technologies or vendor services and non-standard terms that may amplify or defer liability in unexpected ways and/or contribute to unauthorized data collection by vendors or third-parties (e.g., secondary data use). Consider: Clear assignment of liability and responsibility for incidents, GAI system changes over time (e.g., fine-tuning, drift, decay); Request: Notification and disclosure for serious incidents arising from third-party data and systems; Service Level Agreements (SLAs) in vendor contracts that address incident response, response times, and availability of critical support.",3.2 Data Governance
495,Representative Data Verification,"Verify that data or benchmarks used in risk measurement, and users, participants, or subjects involved in structured GAI public feedback exercises are representative of diverse in-context user populations.",3.2 Data Governance
496,Data Origin Practices,"Establish known assumptions and practices for determining data origin and content lineage, for documentation and evaluation purposes.",3.2 Data Governance
497,Data Quality Review,"Review and document accuracy, representativeness, relevance, suitability of data used at different stages of AI life cycle.",3.2 Data Governance
498,Training Data Curation,"Document training data curation policies, to the extent possible and according to applicable laws and policies.",3.2 Data Governance
499,Data Quality Standards,"Establish policies for collection, retention, and minimum quality of data, in consideration of the following risks: Disclosure of inappropriate CBRN information; Use of Illegal or dangerous content; Offensive cyber capabilities; Training data imbalances that could give rise to harmful biases; Leak of personally identifiable information, including facial likenesses of individuals.",3.2 Data Governance
500,Third-Party IP Protection,"Implement policies and practices defining how third-party intellectual property and training data will be used, stored, and protected.",3.2 Data Governance
501,Training Data Diligence,"Conduct appropriate diligence on training data use to assess intellectual property, and privacy, risks, including to examine whether use of proprietary or sensitive training data is consistent with applicable laws.",3.2 Data Governance
502,Provenance Privacy Documentation,Document how content provenance data is tracked and how that data interacts with privacy and security. Consider: Anonymizing data to protect the privacy of human subjects; Leveraging privacy output filters; Removing any personally identifiable information (PII) to prevent potential harm or misuse.,3.2 Data Governance
503,Data Provenance Verification,"Verify GAI system training data and TEVV data provenance, and that fine-tuning or retrieval-augmented generation data is grounded",3.2 Data Governance
504,Training Data Harm Assessment,"Assess existence or levels of harmful bias, intellectual property infringement, data privacy violations, obscenity, extremism, violence, or CBRN information in system training data.",3.2 Data Governance
505,Data Deduplication Verification,"Verify deduplication of GAI training data samples, particularly regarding synthetic data",3.2 Data Governance
506,Harmful Bias and Homogenization Data Review,"Review, document, and measure sources of bias in GAI training and TEVV data: Differences in distributions of outcomes across and within groups, including intersecting groups; Completeness, representativeness, and balance of data sources; demographic group and subgroup coverage in GAI system training data; Forms of latent systemic bias in images, text, audio, embeddings, or other complex or unstructured data; Input data features that may serve as proxies for demographic group membership (i.e., image metadata, language dialect) or otherwise give rise to emergent bias within GAI systems; The extent to which the digital divide may negatively impact representativeness in GAI system training and TEVV data; Filtering of hate speech or content in GAI system training data; Prevalence of GAI-generated data in GAI system training data",3.2 Data Governance
507,Harmful Bias and Homogenization Assessment,Assess the proportion of synthetic to non-synthetic training data and verify training data is not overly homogenous or GAI-produced to mitigate concerns of model collapse.,3.2 Data Governance
508,Data Privacy; Intellectual Property; Information Integrity; Confabulation; Harmful Bias and Homogenization,"Consider opportunities to responsibly use synthetic data and other privacy enhancing techniques in GAI development, where appropriate and applicable, match the statistical properties of real-world data without disclosing personally identifiable information or contributing to homogenization.",3.2 Data Governance
509,Intellectual Property; CBRN Information or Capabilities,"Take reasonable measures to review training data for CBRN information, and intellectual property, and where appropriate, remove it. Implement reasonable measures to prevent, flag, or take other action in response to outputs that reproduce particular training data (e.g., plagiarized, trademarked, patented, licensed content or trade secret material).",3.2 Data Governance
510,Information Integrity,"Track dataset modifications for provenance by monitoring data deletions, rectification requests, and other changes that may impact the verifiability of content origins.",3.2 Data Governance
511,Appropriate Retention Schedules for Usage Logs,"Determine appropriate retention schedules for usage logs, balancing safety and privacy considerations. In severe cases of misuse, access to logs from several months prior may be necessary to understand in maximal detail the causes of the misuse. However, in some cases extended retention schedules may disproportionately affect privacy.",3.2 Data Governance
512,Accounting of Applicable Regulatory Frameworks,"Before collecting training data, take account of applicable regulatory frameworks. This may involve, for example, establishing a legal basis to process training data and understanding any copyright considerations that might apply. This could help to mitigate risks further down the line, such as the system revealing personally identifiable information.",3.2 Data Governance
513,Principle of Data Minimisation,"Data minimisation can reduce the risk of harmful content making it into training data. Frontier AI organisations could explore the practice of “data pruning”, which has been shown to improve data quality and system performance while minimising the quantity of pre-training data required.",3.2 Data Governance
514,Datatset Auditing,"Audit datasets used for pre-training but also those used for fine-tuning, classifiers, and other tools. Inappropriate datasets could result in systems that fail to disobey harmful instructions.",3.2 Data Governance
515,Technical Tools for Auditing,"Use technical tools – such as classifiers and filters – to audit large datasets to support scalability and privacy. These could be used in combination with human oversight, which can verify and augment these assessments.",3.2 Data Governance
516,Assessment of Training Data,"Assess the overall composition of training data. This could include the data sources, the provenance of the data, indicators of data quality and integrity, and measures of bias and representativeness. The amount and variety of data are simple, reliable predictors of risk, and provide an additional line of defence where more targeted assessments are limited.",3.2 Data Governance
517,Audits for Dangerous System Capabilities,"Information that might enhance dangerous system capabilities, such as information about weapons manufacturing or terrorism.",3.2 Data Governance
518,Audits for Private or Sensitive Information,"AI systems may be subject to data extraction attacks, where determined users can prompt systems to reveal pieces of training data, or may even reveal this information accidentally. This makes it important to know whether datasets include private or sensitive information e.g. names, addresses, or security vulnerabilities.",3.2 Data Governance
519,Audits for Biases in the Data,Training data that is imbalanced or inaccurate can result in an AI system being less accurate for people with certain personal characteristics or providing a skewed picture of particular groups. Ensuring a better balance in the training data could help to address this.,3.2 Data Governance
520,Audits for Harmful Content,"Harmful content, such as child sexual abuse materials, hate speech, or online abuse. Having a better understanding of harmful content in datasets can inform safety measures (e.g. by highlighting domains where additional safeguards like content filters should be applied).",3.2 Data Governance
522,External Expertise for Input Data Audits,"Draw on external expertise in conducting input data audits. For example, biosecurity experts could be consulted to identify information relevant to biological weapons manufacturing, which may not be readily obvious to non-experts.",3.2 Data Governance
524,Removal of Harmful Input Data,"Remove potentially harmful or undesirable input data, where appropriate. Given the increasingly strong generalisation abilities of AI systems, data curation may prove insufficient to prevent dangerous system behaviour but could provide an additional layer of defence alongside other measures such as fine-tuning and content filters.",3.2 Data Governance
525,Sourcing or Generation of Additional Data for Training Dataset,"Consider sourcing or generating additional data and adding it to the training dataset, where it is determined that data is missing or inadequate. Improving the representativeness of training data can improve performance and reduce potential negative societal impacts and discriminatory effects. However, additional data should only be sought through appropriate means that respect and empower those individuals who are missing from the data.",3.2 Data Governance
526,Limitations of Input Data Audit,Acknowledge the limitations of input data audit. Techniques for understanding the impacts of data and filtering out specific data are limited (e.g. excluding information from a dataset does not always prevent the AI system from reasoning about or discovering that information). Other risk mitigation measures will be required and further research on improving data input audit techniques is important.,3.2 Data Governance
527,Use of Synthetic Data,"Synthetic data refers to data that is not collected from the real world. It is used to train AI models as an alternative to, or augmentation of, natural data. Effective use and generation of synthetic data allows for more oversight by the trainer on the training dataset because they have more control over its statistical properties. Synthetic data can help against dataset bias by having more samples from a particular distribution or minority group. It can also help in privacy by having more samples to mask sensitive data",3.2 Data Governance
